,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponyms,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,user_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
419186,1295139121900527616,2020-08-16T23:23:23,en,65386810,,,,0.696,1,ORG,,"[{'label': 'DATE', 'term': 'Sunday'}, {'label': 'PERSON', 'term': 'Lawrence'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,,,,,,42.7068,-71.1636
419363,1295181125581709313,2020-08-17T02:10:18,en,1042141000481878017,,,,0.763,0,UNK,,"[{'label': 'COVID-Entity', 'term': 'Covid19'}, {'label': 'CARDINAL', 'term': '1'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
419935,1295322425564041217,2020-08-17T11:31:46,en,2815641686,,,,0.435,0,PER,F,"[{'label': 'COVID-Entity', 'term': 'Covid'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,,,,,,32.0,-6.0
420543,1295434330290843649,2020-08-17T18:56:27,en,1042141000481878017,,,,0.778,0,UNK,,"[{'label': 'DATE', 'term': '24 7'}, {'label': 'CARDINAL', 'term': '1'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
422246,1295805716507303937,2020-08-18T19:32:12,en,1042141000481878017,,,,0.883,0,UNK,,"[{'label': 'CARDINAL', 'term': '1'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
423595,1296120065868402690,2020-08-19T16:21:19,en,1042141000481878017,,,,0.58,0,UNK,,,"[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
424154,1296222305412976640,2020-08-19T23:07:34,en,2815641686,,,,0.862,-1,PER,F,"[{'label': 'GPE', 'term': 'Sydney'}, {'label': 'DATE', 'term': 'two weeks'}, {'label': 'COVID-Entity', 'term': 'Covid'}]","[-33.86751, 151.20797]",AU,New South Wales,,Sydney,"[[[150.520929, -34.118347], [150.520929, -33.578141], [151.343021, -33.578141], [151.343021, -34.118347]]]",AU,New South Wales,,,Morocco,MA,,,,,,,,,['Sydney'],['AU'],['New South Wales'],['UNK'],['UNK'],-33.86751,151.20797
424962,1296413411279024130,2020-08-20T11:46:58,en,1100624319711870977,,,,0.68,-1,PER,M,,"[37.972572, -122.029187]",US,California,Contra Costa County,Concord,"[[[-122.066245, 37.924231], [-122.066245, 38.022423], [-121.931044, 38.022423], [-121.931044, 37.924231]]]",US,California,Contra Costa County,Concord,The 9,MA,,,,,,,,,,,,,,37.972572,-122.029187
426064,1296570466392580097,2020-08-20T22:11:02,und,255971698,,,,0.427,1,PER,F,"[{'label': 'ORG', 'term': 'maroc marocco marocaine'}]","[33.53333333, -7.58333333]",MA,,préfecture d'arrondissement d'Aïn Chock,arrondissement d'Aîn-Chock مقاطعة عين الشق,"[[[-7.67284, 33.496859], [-7.67284, 33.559459], [-7.573612, 33.559459], [-7.573612, 33.496859]]]",MA,,préfecture d'arrondissement d'Aïn Chock,arrondissement d'Aîn-Chock مقاطعة عين الشق,morocco,MA,,,,,,,,,,,,,,33.53333333,-7.58333333
426095,1296574074089594886,2020-08-20T22:25:23,en,1042141000481878017,,,,0.594,0,UNK,,"[{'label': 'ORG', 'term': 'UNITED LIMO GROUP'}, {'label': 'ORG', 'term': 'Boston MA'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
427084,1296831701008691200,2020-08-21T15:29:06,en,16319029,,,,0.832,-1,UNK,,"[{'label': 'TIME', 'term': 'morning'}, {'label': 'GPE', 'term': 'Bernal Heights'}]","[37.739883, -122.416549]",US,California,San Francisco,San Francisco,"[[[-122.514926, 37.708075], [-122.514926, 37.833238], [-122.357031, 37.833238], [-122.357031, 37.708075]]]",US,California,San Francisco,,"San Francisco, MA",MA,,Pachalik de Harhoura,,"['SF', 'Boston', 'Calgary', 'Maryland']","['AR', 'PH', 'CA', 'US']","['Santa Fe', 'Davao Oriental', 'Alberta', 'Maryland']","['UNK', 'Boston', 'UNK', 'UNK']","['UNK', 'UNK', 'Calgary', 'UNK']",['Bernal Heights'],['US'],['California'],['San Francisco'],['San Francisco'],37.739883,-122.416549
427152,1296848627718029313,2020-08-21T16:36:21,und,415681131,,,,0.607,1,PER,M,"[{'label': 'CARDINAL', 'term': '9'}, {'label': 'ORG', 'term': 'leJasmin'}, {'label': 'CARDINAL', 'term': '19'}, {'label': 'PERSON', 'term': 'Les Borjs de la Kasbah'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],,,,,,31.61319751,-7.98609373
427772,1296954028488892418,2020-08-21T23:35:11,en,1240356108,,,,0.503,0,PER,F,"[{'label': 'ORG', 'term': 'chill berkshires'}, {'label': 'GPE', 'term': 'massachusetts'}, {'label': 'ORG', 'term': 'Becket Sherwood Forest'}]","[42.25090393, -73.06062401]",US,Massachusetts,Berkshire County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,['massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.25090393,-73.06062401
428712,1297210333816397825,2020-08-22T16:33:39,en,1042141000481878017,,,,0.811,0,UNK,,"[{'label': 'DATE', 'term': '24 7'}, {'label': 'CARDINAL', 'term': '1'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
429355,1297321737990762496,2020-08-22T23:56:20,en,2815641686,,,,0.452,1,PER,F,"[{'label': 'PERSON', 'term': 'cactus5 cactuslover'}, {'label': 'GPE', 'term': 'morocco'}, {'label': 'ORG', 'term': 'givingthefinger maroc cactusgarden'}]","[32, -6]",MA,,cercle d'Ouaouizeght,,"[[[-6.329553, 31.898247], [-6.329553, 32.113073], [-5.975889, 32.113073], [-5.975889, 31.898247]]]",MA,,cercle d'Ouaouizeght,,Morocco,MA,,,,,,,,,['morocco'],['MA'],['UNK'],['UNK'],['UNK'],32.0,-6.0
429371,1297325240285093888,2020-08-23T00:10:15,en,1240356108,,,,0.822,1,PER,F,"[{'label': 'DATE', 'term': '3 6'}]","[42.25090393, -73.06062401]",US,Massachusetts,Berkshire County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,,,,,,42.25090393,-73.06062401
430459,1297606756487573511,2020-08-23T18:48:53,en,417150520,,,,0.791,1,UNK,,,"[40.915731, -74.171517]",US,New Jersey,Passaic County,Paterson,"[[[-74.205822, 40.888642], [-74.205822, 40.941452], [-74.129793, 40.941452], [-74.129793, 40.888642]]]",US,New Jersey,Passaic County,Paterson,Booking ,MA,,Pachalik de Marrakech,Marrakesh,,,,,,,,,,,40.915731,-74.171517
430578,1297626270516142080,2020-08-23T20:06:26,en,65386810,,,,0.702,1,ORG,,"[{'label': 'PERSON', 'term': 'wifey D Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
430588,1297628854018699264,2020-08-23T20:16:42,en,65386810,,,,0.724,0,ORG,,"[{'label': 'GPE', 'term': 'Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,"['Lawrence', 'Massachusetts']","['US', 'US']","['South Dakota', 'Massachusetts']","['Lawrence County', 'UNK']","['UNK', 'UNK']",42.7068,-71.1636
430812,1297666150096973824,2020-08-23T22:44:54,en,148740627,,,,0.82,0,PER,M,"[{'label': 'DATE', 'term': 'this weekend'}]","[41.85751638, -72.75819271]",US,Connecticut,Hartford County,,"[[[-73.727776, 40.950918], [-73.727776, 42.050588], [-71.786994, 42.050588], [-71.786994, 40.950918]]]",US,Connecticut,,,MA,MA,,,,,,,,,,,,,,41.85751638,-72.75819271
430848,1297673390195650563,2020-08-23T23:13:40,en,415681131,,,,0.655,1,PER,M,"[{'label': 'CARDINAL', 'term': '69'}, {'label': 'GPE', 'term': 'Marrakech'}, {'label': 'LOC', 'term': 'medina'}, {'label': 'GPE', 'term': 'morocco'}, {'label': 'PERSON', 'term': 'northafrica'}, {'label': 'ORG', 'term': 'sauvez marrakech marrakechmedina'}, {'label': 'QUANTITY', 'term': '19'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],"['Marrakech', 'medina', 'morocco']","['MA', 'SA', 'MA']","['UNK', 'Al Madinah Region', 'UNK']","['Pachalik de Marrakech', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']",31.61319751,-7.98609373
430981,1297701002427203585,2020-08-24T01:03:23,en,1736493114,,,,0.477,1,PER,M,"[{'label': 'TIME', 'term': 'the 5 hour hour'}]","[40.70286032, -73.91069265]",US,New York,,New York,"[[[-73.962582, 40.541722], [-73.962582, 40.800037], [-73.699793, 40.800037], [-73.699793, 40.541722]]]",US,New York,,New York,MA,MA,,,,,,,,,,,,,,40.70286032,-73.91069265
432076,1297976721744867328,2020-08-24T19:19:00,en,1042141000481878017,,,,0.857,0,UNK,,"[{'label': 'ORG', 'term': 'Book Online Boston Logon Airport Limo Service'}, {'label': 'DATE', 'term': '24 7'}, {'label': 'CARDINAL', 'term': '1'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
432400,1298041409820229632,2020-08-24T23:36:03,fr,415681131,,,,0.498,0,PER,M,"[{'label': 'MISC', 'term': 'Let there be light covid 19 lesborjsdelakasbah Marrakech medina'}, {'label': 'ORG', 'term': 'Morocco northafrica hospitalityindustry smile sauvez marrakech marrakechmedina'}, {'label': 'MISC', 'term': 'Les Borjs de la Kasbah'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],,,,,,31.61319751,-7.98609373
433776,1298393465445912576,2020-08-25T22:54:59,en,65386810,,,,0.799,0,ORG,,"[{'label': 'PERSON', 'term': 'Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
434754,1298667506815492097,2020-08-26T17:03:56,en,1100624319711870977,,,1.2986669817893765e+18,0.816,-1,PER,M,"[{'label': 'CARDINAL', 'term': '4'}, {'label': 'CARDINAL', 'term': '2'}]","[37.988609, -121.785156]",US,California,Contra Costa County,Antioch,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,37.988609,-121.785156
434851,1298685398131126272,2020-08-26T18:15:01,es,1020360006565335042,,,,0.52,1,ORG,,"[{'label': 'MISC', 'term': 'Conoce'}, {'label': 'COVID-Entity', 'term': 'COVID'}]","[33.9865, -6.8517]",MA,,pachalik de Rabat,Rabat,"[[[-6.897168, 33.929195], [-6.897168, 34.021332], [-6.835422, 34.021332], [-6.835422, 33.929195]]]",MA,,pachalik de Rabat,Rabat,Morocco,MA,,,,['Reino de Marruecos'],['CO'],['Sucre'],['Corozal'],['UNK'],,,,,,33.9865,-6.8517
434909,1298698246852935680,2020-08-26T19:06:05,en,1042141000481878017,,,,0.604,1,UNK,,"[{'label': 'ORG', 'term': 'Spacious Boston Airport'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
435107,1298745759651827714,2020-08-26T22:14:53,fr,415681131,,,,0.432,1,PER,M,"[{'label': 'MISC', 'term': 'Our much loved moroccancuisine'}, {'label': 'MISC', 'term': 'Meriam'}, {'label': 'LOC', 'term': 'Marrakech'}, {'label': 'PERSON', 'term': 'Les Borjs'}]","[31.61319751, -7.98609373]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"[[[-8.013858, 31.573062], [-8.013858, 31.619827], [-7.964692, 31.619827], [-7.964692, 31.573062]]]",MA,,Pachalik de Méchouar Kasba,Mechouar Kasbah,"Marrakesh, Morocco",MA,,Pachalik de Marrakech,Marrakesh,['medina'],['SA'],['Al Madinah Region'],['UNK'],['UNK'],['Marrakech'],['MA'],['UNK'],['Pachalik de Marrakech'],['UNK'],31.61319751,-7.98609373
435206,1298772768444633088,2020-08-27T00:02:12,en,65386810,,,,0.456,1,ORG,,"[{'label': 'PERSON', 'term': 'Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
435848,1298948380996104192,2020-08-27T11:40:01,en,1042141000481878017,,,,0.484,0,UNK,,"[{'label': 'ORG', 'term': 'The United Limo Group'}, {'label': 'ORG', 'term': 'LimoService'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,,,,,,42.3577,-71.0565
436132,1299000941677600769,2020-08-27T15:08:53,tl,333501277,,,,0.738,1,PER,F,"[{'label': 'PERSON', 'term': 'Tangier'}, {'label': 'CARDINAL', 'term': '8'}, {'label': 'NORP', 'term': 'chrhazal'}, {'label': 'PERSON', 'term': 'travelgram travelphotography'}, {'label': 'GPE', 'term': 'morocco'}]","[35.7611, -5.8192]",MA,,pachalik de Tanger طنجة,Tangier,"[[[-5.844369, 35.751753], [-5.844369, 35.779101], [-5.803855, 35.779101], [-5.803855, 35.751753]]]",MA,,pachalik de Tanger طنجة,arrondissement de Charf-Souani الشرف السواني,"Tangier Tetouan, Morocco",MA,,pachalik de Tanger طنجة,Tangier,,,,,,['morocco'],['MA'],['UNK'],['UNK'],['UNK'],35.7611,-5.8192
436462,1299060292865974275,2020-08-27T19:04:43,en,1439765222,,,,0.735,1,UNK,,"[{'label': 'PERSON', 'term': 'Saghro'}, {'label': 'PERSON', 'term': 'Djebel Sahrho'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'LOC', 'term': 'the High Atlas'}]","[31.93833333, -6.84555556]",MA,,cercle de Bzou,,"[[[-7.06646, 31.844728], [-7.06646, 31.963947], [-6.784011, 31.963947], [-6.784011, 31.844728]]]",MA,,cercle de Bzou,,Marrakech,MA,,Pachalik de Marrakech,,,,,,,"['Morocco', 'the High Atlas']","['MA', 'MA']","['UNK', 'UNK']","['UNK', 'cercle de Taliouine']","['UNK', 'UNK']",31.93833333,-6.84555556
436878,1299138317951225856,2020-08-28T00:14:46,en,1100624319711870977,,,1.2991312876559688e+18,0.872,-1,PER,M,"[{'label': 'COVID-Entity', 'term': 'COVID'}]","[37.957528, -121.804875]",US,California,Contra Costa County,Antioch,"[[[-121.860664, 37.945647], [-121.860664, 38.025674], [-121.732224, 38.025674], [-121.732224, 37.945647]]]",US,California,Contra Costa County,Antioch,The 9,MA,,,,,,,,,,,,,,37.957528,-121.804875
438021,1299411858781282305,2020-08-28T18:21:43,en,1042141000481878017,,,,0.563,1,UNK,,"[{'label': 'FAC', 'term': 'Boston Airport'}, {'label': 'FAC', 'term': 'LoganAirport'}, {'label': 'WORK_OF_ART', 'term': 'Book Now Luxurious And Affordable Limo Ride For Corporate amp AirportTransfer'}]","[42.3577, -71.0565]",US,Massachusetts,Suffolk County,Boston,"[[[-71.191421, 42.227797], [-71.191421, 42.399542], [-70.986004, 42.399542], [-70.986004, 42.227797]]]",US,Massachusetts,Suffolk County,Boston,"361 Newbury St 5th Boston,Ma",MA,,,,,,,,,['Boston Airport'],['US'],['Massachusetts'],['Suffolk County'],['Boston'],42.3577,-71.0565
438216,1299451813737852929,2020-08-28T21:00:29,en,281638885,,,,0.535,-1,PER,F,"[{'label': 'COVID-Entity', 'term': 'COVID'}]","[42.4209, -71.6861]",US,Massachusetts,Worcester County,,"[[[-71.711018, 42.394476], [-71.711018, 42.436662], [-71.653894, 42.436662], [-71.653894, 42.394476]]]",US,Illinois,Clinton County,,MA,MA,,,,,,,,,,,,,,42.4209,-71.6861
438267,1299461608134057986,2020-08-28T21:39:24,en,125311948,,,,0.718,1,UNK,,"[{'label': 'GPE', 'term': 'Morocco'}, {'label': 'GPE', 'term': 'Marrakech Essaouira'}, {'label': 'GPE', 'term': 'essaouira'}, {'label': 'LOC', 'term': 'oldtown exotic'}]","[31.51305556, -9.76972222]",MA,,Pachalik d'Essaouira باشوية الصويرة,Essaouira,"[[[-9.842781, 31.358775], [-9.842781, 31.533778], [-9.677791, 31.533778], [-9.677791, 31.358775]]]",MA,,Pachalik d'Essaouira باشوية الصويرة,Essaouira,Morocco,MA,,,,['Morocco'],['MA'],['UNK'],['UNK'],['UNK'],"['Morocco', 'Marrakech Essaouira', 'essaouira']","['MA', 'MA', 'MA']","['UNK', 'UNK', 'UNK']","['UNK', ""Pachalik d'Essaouira باشوية الصويرة"", ""Pachalik d'Essaouira باشوية الصويرة""]","['UNK', 'Essaouira', 'Essaouira']",31.51305556,-9.76972222
438327,1299475798999683073,2020-08-28T22:35:48,en,704777422433026049,,,,0.467,0,PER,M,"[{'label': 'COVID-Entity', 'term': 'Corona'}, {'label': 'FAC', 'term': 'travelphotography photography'}, {'label': 'ORG', 'term': 'photooftheday instagood'}]","[33.58122004, -7.5996945]",MA,,préfecture d’arrondissements Al Fida-Mers Sultan عمالة مقاطعات الفداء مرس السلطان,arrondissement de Mers Sultan مقاطعة مرس السلطان,"[[[-7.615469, 33.563199], [-7.615469, 33.590153], [-7.579845, 33.590153], [-7.579845, 33.563199]]]",MA,,préfecture d’arrondissements Al Fida-Mers Sultan عمالة مقاطعات الفداء مرس السلطان,arrondissement de Mers Sultan مقاطعة مرس السلطان,"Casablanca, Grand Casablanca",MA,,,,,,,,,['Corona'],['US'],['New Mexico'],['Lincoln County'],['UNK'],33.58122004,-7.5996945
438408,1299490150485954562,2020-08-28T23:32:49,en,595480443,,,,0.921,-1,UNK,,"[{'label': 'ORG', 'term': 'lovenothate notohatecrimes noevil spreadkindness boston'}, {'label': 'LOC', 'term': 'Boston Harbor'}]","[42.34166667, -70.96611111]",US,Massachusetts,Suffolk County,Boston,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,['Boston Harbor'],['US'],['Washington'],['Thurston County'],['UNK'],42.34166667,-70.96611111
438516,1299517129742581765,2020-08-29T01:20:02,en,95709805,,,,0.562,0,ORG,,"[{'label': 'ORG', 'term': 'merica tqfkoozieadventures boatsandhoes boatlife redboata'}]","[41.76431784, -70.56846857]",US,Massachusetts,Barnstable County,,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,MA,MA,,,,,,,,,,,,,,41.76431784,-70.56846857
438699,1299561246266740737,2020-08-29T04:15:20,en,2815641686,,,,0.776,1,PER,F,"[{'label': 'GPE', 'term': 'Meknes'}, {'label': 'CARDINAL', 'term': 'one'}, {'label': 'ORG', 'term': 'the Imperial Cities of Morocco'}, {'label': 'GPE', 'term': 'Meknes'}, {'label': 'TIME', 'term': 'about an hour'}, {'label': 'GPE', 'term': 'Fes'}]","[31.6333, -8]",MA,,Pachalik de Marrakech,Marrakesh,"[[[-8.041966, 31.594183], [-8.041966, 31.698717], [-7.983023, 31.698717], [-7.983023, 31.594183]]]",MA,,Pachalik de Marrakech,arrondissement de Guéliz كليز,Morocco,MA,,,,,,,,,"['Meknes', 'Meknes', 'Fes']","['MA', 'MA', 'MA']","['UNK', 'UNK', 'UNK']","['Pachalik de Meknes', 'Pachalik de Meknes', 'Pachalik du Fes']","['Meknes', 'Meknes', 'Fez']",31.6333,-8.0
438834,1299619124415311875,2020-08-29T08:05:19,en,1013736101364813825,,,,0.511,0,GPE,,"[{'label': 'LOC', 'term': 'Sahara'}, {'label': 'GPE', 'term': 'Merzouga'}, {'label': 'GPE', 'term': 'Morocco'}, {'label': 'CARDINAL', 'term': '26'}, {'label': 'LOC', 'term': 'Merzouga Sahara Desert'}]","[31.09807093, -4.01618958]",MA,,cercle d'Er-Rissani,Et-taous ⵟⴰⵡⵙ الطاوس,"[[[-5.893228, 30.084739], [-5.893228, 32.629137], [-3.111941, 32.629137], [-3.111941, 30.084739]]]",MA,,,,Morocco,MA,,,,"['Morocco', 'morocco', 'Morocco']","['MA', 'MA', 'MA']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Sahara', 'Merzouga', 'Morocco']","['IN', 'MA', 'MA']","['Rajasthan', 'UNK', 'UNK']","['Sahara Tehsil', ""cercle d'Er-Rissani"", 'UNK']","['UNK', 'Et-taous ⵟⴰⵡⵙ الطاوس', 'UNK']",31.09807093,-4.01618958
438891,1299638796900761600,2020-08-29T09:23:29,en,210436520,,,,0.441,-1,PER,M,"[{'label': 'ORG', 'term': 'grandecart flexibility lake nature gowild'}, {'label': 'CARDINAL', 'term': 'one'}, {'label': 'ORG', 'term': 'NBA'}, {'label': 'PERSON', 'term': 'badr Lac Casablanca'}]","[33.49992802, -7.33800888]",MA,,cercle de Zenata,,"[[[-7.422044, 33.377348], [-7.422044, 33.521223], [-7.220039, 33.521223], [-7.220039, 33.377348]]]",MA,,cercle de El Gara,Kasbat Ben Mchich,"Casablanca, Maroc",MA,,,,,,,,,,,,,,33.49992802,-7.33800888
438900,1299641550985543682,2020-08-29T09:34:26,en,1139239944,,,,0.915,0,PER,M,"[{'label': 'PERSON', 'term': 'Phare Cap Spartel'}]","[35.7667, -5.8]",MA,,pachalik de Tanger طنجة,Tangier,"[[[-5.813148, 35.73182], [-5.813148, 35.820483], [-5.731304, 35.820483], [-5.731304, 35.73182]]]",MA,,pachalik de Tanger طنجة,arrondissement de Charf-Mghogha الشرف مغوغة,,,,,,,,,,,,,,,,35.7667,-5.8
438907,1299643090161078272,2020-08-29T09:40:33,th,254551545,,,,0.478,0,UNK,,"[{'label': 'COVID-Entity', 'term': 'Covid'}, {'label': 'DATE', 'term': '3 5'}, {'label': 'GPE', 'term': 'United States'}]","[40, -100]",US,Nebraska,Furnas County,,"[[[-102.051769, 36.99311], [-102.051769, 40.003282], [-94.588081, 40.003282], [-94.588081, 36.99311]]]",US,Kansas,,,Admine,MA,,Pachalik d'Ait Meloul ⵍⴱⴰⵛⴰⵡⵉⵢⴰ ⵏ ⴰⵢⵜ ⵎⴻⵍⵍⵓⵍ باشوية ايت ملول,,,,,,,['United States'],['US'],['UNK'],['UNK'],['UNK'],40.0,-100.0
438966,1299662491744710656,2020-08-29T10:57:39,en,65386810,,,,0.903,1,ORG,,"[{'label': 'CARDINAL', 'term': '3'}, {'label': 'PERSON', 'term': 'RestInParadiseKingTChalla WakandaForever Lawrence'}, {'label': 'GPE', 'term': 'Massachusetts'}]","[42.7068, -71.1636]",US,Massachusetts,Essex County,Lawrence,"[[[-73.508143, 41.187054], [-73.508143, 42.886824], [-69.858861, 42.886824], [-69.858861, 41.187054]]]",US,Massachusetts,,,"LAWTOWN,MA ",MA,,,,,,,,,['Massachusetts'],['US'],['Massachusetts'],['UNK'],['UNK'],42.7068,-71.1636
