,tweet_id,date_time,lang,user_id,retweeted_id,quoted_id,in_reply_to_id,sentiment_conf,sentiment_label,user_type,gender_label,tweet_text_named_entities,geo_coordinates_lat_lon,geo_country_code,geo_state,geo_county,geo_city,place_bounding_box,place_country_code,place_state,place_county,place_city,user_loc_toponym,user_loc_country_code,user_loc_state,user_loc_county,user_loc_city,User_profile_description_toponyms,user_profile_description_country_code,user_profile_description_state,user_profile_description_county,user_profile_description_city,tweet_text_toponyms,tweet_text_country_code,tweet_text_state,tweet_text_county,tweet_text_city,geo_coord_latitude,geo_coord_longitude
7955177,1226024101342580737,2020-02-08T06:04:58,en,88164343,,,,0.808,0,PER,F,"[{'label': 'CARDINAL', 'term': '3BHK'}]","[17.74175279, 83.32487042]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,"[[[83.117424, 17.578131], [83.117424, 17.872261], [83.418019, 17.872261], [83.418019, 17.578131]]]",IN,Andhra Pradesh,Visakhapatnam (Urban),Visakhapatnam,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],,,,,,17.74175279,83.32487042
7955547,1226024242275213312,2020-02-08T06:05:32,en,46717886,,,,0.58,0,UNK,,"[{'label': 'ORG', 'term': 'Nigeria'}]","[8.96389499, 7.42936372]",NG,Federal Capital Territory,Municipal Area Council,,"[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]",NG,Federal Capital Territory,,,Lagos Nigeria ,NG,,,,,,,,,,,,,,8.96389499,7.42936372
7964250,1226027419821379584,2020-02-08T06:18:10,es,212076513,,,,0.791,0,PER,M,"[{'label': 'PERSON', 'term': 'Casarse'}, {'label': 'MISC', 'term': 'AFP 8'}, {'label': 'PERSON', 'term': 'Jung Yeon Je'}, {'label': 'LOC', 'term': 'Gapyeong'}, {'label': 'LOC', 'term': 'Corea del Sur WasiNews24'}]","[-36.80075851, -73.102388]",CL,Biobío Region,Provincia de Concepción,,"[[[-73.219301, -36.843328], [-73.219301, -36.746412], [-73.06605, -36.746412], [-73.06605, -36.843328]]]",CL,Biobío Region,Provincia de Concepción,,"Valencia, Venezuela",VE,Carabobo,Municipio Valencia,Valencia,['Venezuela'],['VE'],['UNK'],['UNK'],['UNK'],['Gapyeong'],['KR'],['UNK'],['Gapyeong-gun'],['UNK'],-36.80075851,-73.102388
7967057,1226028405453467648,2020-02-08T06:22:05,en,1316862031,,,,0.513,0,UNK,,"[{'label': 'ORG', 'term': 'aljazeera How'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,,,,,,52.232222,21.008333
7969724,1226029398543011841,2020-02-08T06:26:01,en,137552452,,1.225888373539246e+18,,0.835,-1,UNK,,"[{'label': 'CARDINAL', 'term': '444'}]","[13.7427932, 100.5682208]",TH,Bangkok,Watthana District,Khlong Toei Nuea Subdistrict,"[[[100.55007, 13.732979], [100.55007, 13.74842], [100.570733, 13.74842], [100.570733, 13.732979]]]",TH,Bangkok,Watthana District,,Mars,US,Pennsylvania,Butler County,,,,,,,,,,,,13.7427932,100.5682208
7970390,1226029632417337344,2020-02-08T06:26:57,en,45177045,,,,0.803,0,UNK,,"[{'label': 'ORG', 'term': 'Starbucks'}, {'label': 'ORG', 'term': 'Starbucks Reserve'}, {'label': 'GPE', 'term': 'Cotai Strip'}, {'label': 'GPE', 'term': 'Macau'}]","[22.14738155, 113.56415406]",CN,Macau,,,"[[[113.527082, 22.105364], [113.527082, 22.218223], [113.604595, 22.218223], [113.604595, 22.105364]]]",CN,,,,South Africa,ZA,,,,['South Africa'],['ZA'],['UNK'],['UNK'],['UNK'],"['Cotai Strip', 'Macau']","['CN', 'CN']","['Macau', 'Macau']","['UNK', 'UNK']","['UNK', 'UNK']",22.14738155,113.56415406
7973921,1226030939622563840,2020-02-08T06:32:09,en,770259679817633793,,,,0.797,-1,UNK,,"[{'label': 'NORP', 'term': 'American'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'China'}]","[55.8333259, -4.4229305]",GB,Scotland,Renfrewshire,,"[[[-4.481062, 55.813404], [-4.481062, 55.856058], [-4.368508, 55.856058], [-4.368508, 55.813404]]]",GB,Scotland,Renfrewshire,,"Paisley,Scotland",GB,Scotland,Renfrewshire,,,,,,,"['Wuhan', 'China']","['CN', 'CN']","['Hubei', 'UNK']","[""Jiang'an District"", 'UNK']","['Wuhan', 'UNK']",55.8333259,-4.4229305
7976307,1226031795008720896,2020-02-08T06:35:33,en,765682887899226112,,,,0.57,0,PER,M,"[{'label': 'CARDINAL', 'term': '105,000'}, {'label': 'NORP', 'term': 'Chinese'}, {'label': 'DATE', 'term': 'January 29th'}]","[37.00748198, -121.57053318]",US,California,Santa Clara County,Gilroy,"[[[-121.629338, 36.973598], [-121.629338, 37.03609], [-121.53312, 37.03609], [-121.53312, 36.973598]]]",US,California,Santa Clara County,Gilroy,"Gilroy, CA",US,California,Santa Clara County,Gilroy,['Gilroy'],['US'],['California'],['Santa Clara County'],['Gilroy'],,,,,,37.00748198,-121.57053318
7981414,1226033646869635072,2020-02-08T06:42:54,en,770259679817633793,,,,0.856,-1,UNK,,"[{'label': 'NORP', 'term': 'American'}, {'label': 'GPE', 'term': 'Wuhan China'}, {'label': 'CARDINAL', 'term': 'two'}]","[55.8333241, -4.4229312]",GB,Scotland,Renfrewshire,,"[[[-4.481062, 55.813404], [-4.481062, 55.856058], [-4.368508, 55.856058], [-4.368508, 55.813404]]]",GB,Scotland,Renfrewshire,,"Paisley,Scotland",GB,Scotland,Renfrewshire,,,,,,,['Wuhan China'],['CN'],['Hubei'],"[""Jiang'an District""]",['Wuhan'],55.8333241,-4.4229312
7984679,1226034890677923840,2020-02-08T06:47:51,en,979566959581741058,,,,0.608,0,UNK,,"[{'label': 'ORG', 'term': 'biogirlmj'}, {'label': 'GPE', 'term': 'us'}]","[1.30239586, 103.79295512]",SG,,Southwest,,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",SG,,,,Singapore,SG,,,,,,,,,['us'],['US'],['UNK'],['UNK'],['UNK'],1.30239586,103.79295512
7988503,1226036378774970368,2020-02-08T06:53:46,en,88164343,,,,0.656,0,PER,F,"[{'label': 'ORG', 'term': 'VMRDA'}, {'label': 'ORG', 'term': 'PEDDIPALEM'}]","[17.91381764, 83.40455532]",IN,Andhra Pradesh,Bheemunipatnam,,"[[[83.281397, 17.903877], [83.281397, 18.166181], [83.669952, 18.166181], [83.669952, 17.903877]]]",IN,Andhra Pradesh,Denkada,,India,IN,,,,['India'],['IN'],['UNK'],['UNK'],['UNK'],,,,,,17.91381764,83.40455532
7994934,1226038841632411649,2020-02-08T07:03:33,en,208056970,,,,0.921,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'NORP', 'term': 'Chinese'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'GPE', 'term': 'Hong Kong s'}, {'label': 'DATE', 'term': 'months'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['Hong Kong', 'Hong Kong', 'Hong Kong s']","['CN', 'CN', 'TW']","['Hong Kong', 'Hong Kong', 'UNK']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'Kaohsiung']",13.76598429,100.67705078
7994943,1226038844153139200,2020-02-08T07:03:33,en,208056970,,,,0.882,-1,PER,F,"[{'label': 'ORG', 'term': 'UTC'}, {'label': 'ORG', 'term': 'THVN'}, {'label': 'CARDINAL', 'term': 'more than 2000'}, {'label': 'ORG', 'term': 'Hongkongers'}, {'label': 'GPE', 'term': 'Hong Kong'}, {'label': 'GPE', 'term': 'Wuhan city'}]","[13.76598429, 100.67705078]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,"[[[100.658652, 13.730883], [100.658652, 13.798185], [100.71656, 13.798185], [100.71656, 13.730883]]]",TH,Bangkok,Saphan Sung District,Saphan Sung Subdistrict,WORLDWIDE,GB,England,Greater Manchester,Manchester,,,,,,"['Hong Kong', 'Wuhan city']","['CN', 'CN']","['Hong Kong', 'Hubei']","['UNK', ""Jiang'an District""]","['UNK', 'Wuhan']",13.76598429,100.67705078
7995144,1226038909290917888,2020-02-08T07:03:49,en,1316862031,,,,0.564,-1,UNK,,"[{'label': 'NORP', 'term': 'American'}, {'label': 'GPE', 'term': 'China'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],52.232222,21.008333
8000584,1226041021596868608,2020-02-08T07:12:12,en,307796860,,,,0.848,0,ORG,,,"[19.0112354, 83.1003648]",IN,Odisha,Lakshmipur,,"[[[81.391502, 17.810452], [81.391502, 22.566854], [87.490202, 22.566854], [87.490202, 17.810452]]]",IN,Odisha,,,"Sunabeda, India",IN,Odisha,Sunabeda,,,,,,,,,,,,19.0112354,83.1003648
8008809,1226044298505920512,2020-02-08T07:25:14,en,945905162,,,,0.483,0,UNK,,"[{'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'Wuhan'}, {'label': 'GPE', 'term': 'Acorona'}, {'label': 'GPE', 'term': 'china'}, {'label': 'TIME', 'term': '5pm'}, {'label': 'PERSON', 'term': 'chinesenewyear'}]","[30.5833, 114.267]",CN,Hubei,Jianghan District,万松街道,"[[[108.376083, 29.054997], [108.376083, 33.266266], [116.13472, 33.266266], [116.13472, 29.054997]]]",CN,Hubei,,,"湖北, 中华人民共和国",CN,Hubei,,,,,,,,"['Wuhan', 'Wuhan', 'Acorona', 'china']","['CN', 'CN', 'MX', 'CN']","['Hubei', 'Hubei', 'Michoacán', 'UNK']","[""Jiang'an District"", ""Jiang'an District"", 'Briseñas', 'UNK']","['Wuhan', 'Wuhan', 'UNK', 'UNK']",30.5833,114.267
8013452,1226046208394825729,2020-02-08T07:32:49,en,2327649030,,,,0.824,-1,UNK,,"[{'label': 'GPE', 'term': 'Beijing'}, {'label': 'GPE', 'term': 'SOHO'}]","[39.90448465, 116.45277874]",CN,,,Chaoyang District,"[[[115.421372, 39.43277], [115.421372, 41.05999], [117.501099, 41.05999], [117.501099, 39.43277]]]",CN,,,,"广西, 中华人民共和国",CN,Guangxi,,,,,,,,"['Beijing', 'SOHO']","['CN', 'LR']","['UNK', 'Nimba County']","['UNK', 'Sanniquellie Mahn']","['Beijing', 'UNK']",39.90448465,116.45277874
8017011,1226047652711690240,2020-02-08T07:38:33,en,191092262,,,,0.663,-1,UNK,,"[{'label': 'PERSON', 'term': 'Stigma Coronavirus'}, {'label': 'NORP', 'term': 'Brit'}, {'label': 'GPE', 'term': 'Wirral'}, {'label': 'ORG', 'term': 'Guy s Hospital'}, {'label': 'GPE', 'term': 'London'}, {'label': 'DATE', 'term': 'two weeks'}]","[45.75975883, -73.56725453]",CA,Quebec,Les Moulins,,"[[[-73.700164, 45.716103], [-73.700164, 45.821364], [-73.526116, 45.821364], [-73.526116, 45.716103]]]",CA,Quebec,Les Moulins,,,,,,,,,,,,"['Wirral', 'London']","['GB', 'GB']","['England', 'England']","['UNK', 'UNK']","['UNK', 'London']",45.75975883,-73.56725453
8030095,1226053015469281280,2020-02-08T07:59:52,en,25087401,,,,0.534,1,PER,F,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}]","[25.0575, 121.52881]",TW,,,Taipei,"[[[121.457132, 24.960508], [121.457132, 25.211004], [121.66582, 25.211004], [121.66582, 24.960508]]]",TW,,,Taipei,Paris,FR,Ile-de-France,Paris,,,,,,,,,,,,25.0575,121.52881
8030927,1226053299775909889,2020-02-08T08:01:00,ru,77247715,,,,0.601,0,PER,M,,"[53.15280853, 29.21684017]",BY,Mahilyow Region,,Babruysk,"[[[23.179217, 51.262642], [23.179217, 56.171734], [32.776981, 56.171734], [32.776981, 51.262642]]]",BY,,,,"Бобруйск, Беларусь",BY,Mahilyow Region,,Babruysk,,,,,,,,,,,53.15280853,29.21684017
8055417,1226062619481526272,2020-02-08T08:38:02,en,185789961,,,,0.586,0,ORG,,"[{'label': 'PERSON', 'term': 'Stigma'}, {'label': 'PERSON', 'term': 'Michael Ryan'}, {'label': 'ORG', 'term': 'the World Health Organization WHO Health Emergencies Program'}, {'label': 'DATE', 'term': 'Friday'}]","[45.63697547, -73.56726563]",CA,Quebec,Urban agglomeration of Montreal,Montreal,"[[[-73.972965, 45.410095], [-73.972965, 45.705566], [-73.473085, 45.705566], [-73.473085, 45.410095]]]",CA,Quebec,,,Worldwide,GB,England,Greater Manchester,Manchester,,,,,,,,,,,45.63697547,-73.56726563
8058210,1226063696100651009,2020-02-08T08:42:18,en,60275437,,,,0.8,-1,UNK,,,"[-9.42740181, 160.04576894]",SB,Guadalcanal,,,"[[[155.512909, -12.301498], [155.512909, -5.067369], [168.846792, -5.067369], [168.846792, -12.301498]]]",SB,,,,Solomon Islands,SB,,,,,,,,,,,,,,-9.42740181,160.04576894
8059682,1226064274981883904,2020-02-08T08:44:36,en,1108792887578374146,,,,0.69,-1,NORP,,"[{'label': 'FAC', 'term': 'Diamond Princess'}, {'label': 'GPE', 'term': 'Yokohama'}, {'label': 'GPE', 'term': 'Japan'}, {'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'CARDINAL', 'term': '20'}, {'label': 'CARDINAL', 'term': '61'}]","[-34.13815, 18.42341]",ZA,Western Cape,City of Cape Town,,"[[[18.369676, -34.151811], [18.369676, -34.112106], [18.445025, -34.112106], [18.445025, -34.151811]]]",ZA,Western Cape,City of Cape Town,,"Cape Town, South Africa",ZA,Western Cape,City of Cape Town,Cape Town,['New York'],['US'],['New York'],['UNK'],['UNK'],"['Diamond Princess', 'Yokohama', 'Japan']","['BY', 'JP', 'JP']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Minsk', 'Yokohama', 'UNK']",-34.13815,18.42341
8063985,1226066052238331906,2020-02-08T08:51:40,en,1162455763,,,,0.65,-1,PER,M,"[{'label': 'PERSON', 'term': 'Tom Cruise'}, {'label': 'ORG', 'term': 'CoronaVirus'}, {'label': 'PERSON', 'term': 'ethanhunt missionimpossible'}]","[37.9034, 127.061]",KR,,,Dongducheon-si,"[[[127.011114, 37.86373], [127.011114, 37.987611], [127.156737, 37.987611], [127.156737, 37.86373]]]",KR,,,Dongducheon-si,"Dongducheon, South Korea",KR,,,Dongducheon-si,['S Korea'],['KR'],['UNK'],['UNK'],['UNK'],,,,,,37.9034,127.061
8069615,1226068317917634562,2020-02-08T09:00:40,en,40838847,,,,0.597,0,PER,M,"[{'label': 'GPE', 'term': 'West Yorkshire'}]","[53.75, -1.66666667]",GB,England,West Yorkshire,Bradford,"[[[-2.564752, 53.301534], [-2.564752, 54.562155], [0.149787, 54.562155], [0.149787, 53.301534]]]",GB,England,,,West Yorkshire,GB,England,West Yorkshire,,,,,,,['West Yorkshire'],['GB'],['England'],['West Yorkshire'],['UNK'],53.75,-1.66666667
8071348,1226069039006404608,2020-02-08T09:03:32,en,3065675733,,,,0.881,-1,ORG,,"[{'label': 'GPE', 'term': 'China'}]","[51.50013926, -0.12450144]",GB,England,,Westminster,"[[[-0.187894, 51.483718], [-0.187894, 51.516466], [-0.109978, 51.516466], [-0.109978, 51.483718]]]",GB,England,,City of London,"Westminster, UK",GB,England,,Westminster,['UK'],['GB'],['UNK'],['UNK'],['UNK'],['China'],['CN'],['UNK'],['UNK'],['UNK'],51.50013926,-0.12450144
8081309,1226072974488489984,2020-02-08T09:19:11,en,2541128984,,,,0.612,1,PER,M,"[{'label': 'PERSON', 'term': 'laubak livehouse'}, {'label': 'PERSON', 'term': 'vitastarkin'}, {'label': 'DATE', 'term': '8 30'}]","[22.29969826, 114.15636063]",CN,Hong Kong,,Kowloon,"[[[114.149429, 22.287976], [114.149429, 22.326723], [114.186575, 22.326723], [114.186575, 22.287976]]]",CN,Hong Kong,,,Hong Kong,CN,Hong Kong,,,"['Hong Kong', 'KL', 'Glasgow']","['CN', 'IN', 'US']","['Hong Kong', 'Kerala', 'Virginia']","['UNK', 'UNK', 'Rockbridge County']","['UNK', 'UNK', 'UNK']",,,,,,22.29969826,114.15636063
8083934,1226073975509471233,2020-02-08T09:23:09,en,2389654580,,,,0.686,0,ORG,,"[{'label': 'ORG', 'term': 'The Complementary Medical Association'}, {'label': 'PERSON', 'term': 'the Novel Corona Virus Fighting'}, {'label': 'ORG', 'term': 'Coronavirus 2019 nCoV'}]","[52.0406, -0.7594]",GB,England,Milton Keynes,,"[[[-0.860472, 51.973129], [-0.860472, 52.094005], [-0.667655, 52.094005], [-0.667655, 51.973129]]]",GB,England,Milton Keynes,,"Milton Keynes, England",GB,England,Milton Keynes,,,,,,,,,,,,52.0406,-0.7594
8094675,1226077974199275521,2020-02-08T09:39:03,en,138418838,,,,0.631,-1,ORG,,"[{'label': 'DATE', 'term': 'Friday'}, {'label': 'TIME', 'term': 'evening'}, {'label': 'NORP', 'term': 'British'}, {'label': 'PERSON', 'term': 'Phillip Schofield'}, {'label': 'WORK_OF_ART', 'term': 'The This Morning'}]","[51.50413561, -0.13608912]",GB,England,,Westminster,"[[[-0.187894, 51.483718], [-0.187894, 51.516466], [-0.109978, 51.516466], [-0.109978, 51.483718]]]",GB,England,,City of London,Americas United Kingdom,GB,England,Rutland,,['Americas United Kingdom'],['GB'],['England'],['Rutland'],['UNK'],,,,,,51.50413561,-0.13608912
8104192,1226081319492386817,2020-02-08T09:52:20,en,1043310177490034688,,,,0.649,0,ORG,,"[{'label': 'CARDINAL', 'term': 'five'}, {'label': 'GPE', 'term': 'France'}, {'label': 'NORP', 'term': 'British'}, {'label': 'NORP', 'term': 'French'}, {'label': 'PERSON', 'term': 'Koikimedia'}, {'label': 'DATE', 'term': '8TH February 2020'}, {'label': 'ORG', 'term': 'London Borough'}, {'label': 'GPE', 'term': 'Enfield'}]","[51.645, -0.06]",GB,England,,London,"[[[-0.18576, 51.604519], [-0.18576, 51.686032], [-0.012567, 51.686032], [-0.012567, 51.604519]]]",GB,England,,London,United Kingdom,GB,,,,,,,,,"['France', 'Enfield']","['FR', 'US']","['UNK', 'New Hampshire']","['UNK', 'Grafton County']","['UNK', 'UNK']",51.645,-0.06
8108690,1226082886945669120,2020-02-08T09:58:34,en,1043310177490034688,,,,0.462,1,ORG,,"[{'label': 'ORG', 'term': 'Melinda Gates Foundation'}, {'label': 'MONEY', 'term': 'up to $100 million'}, {'label': 'GPE', 'term': 'London'}, {'label': 'GPE', 'term': 'Enfield'}]","[51.645, -0.06]",GB,England,,London,"[[[-0.18576, 51.604519], [-0.18576, 51.686032], [-0.012567, 51.686032], [-0.012567, 51.604519]]]",GB,England,,London,United Kingdom,GB,,,,,,,,,"['London', 'Enfield']","['GB', 'US']","['England', 'New Hampshire']","['UNK', 'Grafton County']","['London', 'UNK']",51.645,-0.06
8110594,1226083563675750411,2020-02-08T10:01:15,en,73672052,,,,0.721,0,UNK,,"[{'label': 'COVID-Entity', 'term': 'Coronavirus'}, {'label': 'ORG', 'term': 'Foxconn'}]","[55.852472, -4.309626]",GB,Scotland,Glasgow City,Glasgow,"[[[-4.393285, 55.796184], [-4.393285, 55.920421], [-4.090218, 55.920421], [-4.090218, 55.796184]]]",GB,Scotland,Glasgow City,Glasgow,"46 869100,103 848242",US,Georgia,Treutlen County,,,,,,,,,,,,55.852472,-4.309626
8113834,1226084715083575296,2020-02-08T10:05:50,en,34266989,,,,0.63,0,PER,F,"[{'label': 'CARDINAL', 'term': '24'}, {'label': 'NORP', 'term': 'Korean'}, {'label': 'GPE', 'term': 'seoul'}, {'label': 'GPE', 'term': 'Seoul'}, {'label': 'GPE', 'term': 'Korea'}]","[37.51502, 127.01648]",KR,,,Seoul,"[[[127.005166, 37.438502], [127.005166, 37.538613], [127.106354, 37.538613], [127.106354, 37.438502]]]",KR,,,Seoul,Seoul,KR,,,Seoul,"['Seoul Korea', 'Korea', 'Japan']","['KR', 'KR', 'JP']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Seoul', 'UNK', 'UNK']","['seoul', 'Seoul', 'Korea']","['KR', 'KR', 'KR']","['UNK', 'UNK', 'UNK']","['UNK', 'UNK', 'UNK']","['Seoul', 'Seoul', 'UNK']",37.51502,127.01648
8113971,1226084766287572992,2020-02-08T10:06:02,en,979566959581741058,,,,0.446,1,UNK,,"[{'label': 'ORG', 'term': 'biogirlmj'}, {'label': 'CARDINAL', 'term': '7DB'}]","[1.30239586, 103.79295512]",SG,,Southwest,,"[[[103.74996, 1.212314], [103.74996, 1.368745], [103.918427, 1.368745], [103.918427, 1.212314]]]",SG,,,,Singapore,SG,,,,,,,,,,,,,,1.30239586,103.79295512
8117240,1226085910313197574,2020-02-08T10:10:35,en,546841509,,,,0.48,0,PER,F,"[{'label': 'DATE', 'term': 'Deadliest day'}, {'label': 'GPE', 'term': 'China'}, {'label': 'CARDINAL', 'term': '86'}, {'label': 'GPE', 'term': 'US'}, {'label': 'ORDINAL', 'term': 'first'}, {'label': 'NORP', 'term': 'American'}]","[45.5236111, -122.675]",US,Oregon,,Portland,"[[[-122.790065, 45.421863], [-122.790065, 45.650941], [-122.471751, 45.650941], [-122.471751, 45.421863]]]",US,Oregon,,Portland,World Wide,CN,Hong Kong,Sha Tin District,,['Nigeria'],['NG'],['UNK'],['UNK'],['UNK'],"['China', 'US']","['CN', 'US']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",45.5236111,-122.675
8119637,1226086744530939904,2020-02-08T10:13:54,en,817105813642899456,,,,0.702,0,PER,F,"[{'label': 'FAC', 'term': 'River Godavari'}, {'label': 'LOC', 'term': 'Bay of'}]","[16.31740641, 81.72526714]",IN,Andhra Pradesh,,,"[[[76.76081, 12.622344], [76.76081, 19.165472], [84.768782, 19.165472], [84.768782, 12.622344]]]",IN,Andhra Pradesh,,,,,,,,,,,,,"['River Godavari', 'Bay of']","['NP', 'SO']","['UNK', 'Bay']","['Lalitpur', 'UNK']","['Godavari', 'UNK']",16.31740641,81.72526714
8128543,1226089926900559872,2020-02-08T10:26:32,en,819152854162243588,,,,0.368,0,PER,F,"[{'label': 'ORG', 'term': 'china worldpeace'}]","[30.1045, 78.2908]",IN,Uttarakhand,Rishikesh,,"[[[78.249815, 30.065997], [78.249815, 30.128178], [78.312135, 30.128178], [78.312135, 30.065997]]]",IN,Uttarakhand,Rishikesh,,India,IN,,,,,,,,,,,,,,30.1045,78.2908
8128588,1226089946689216512,2020-02-08T10:26:37,es,61011524,,,,0.619,-1,PER,M,"[{'label': 'MISC', 'term': 'Mobile World Congress'}, {'label': 'ORG', 'term': 'HomelessEntrepreneur'}]","[41.37235088, 2.14492746]",ES,Catalonia,Barcelona,Barcelona,"[[[2.052477, 41.317048], [2.052477, 41.468266], [2.229978, 41.468266], [2.229978, 41.317048]]]",ES,Catalonia,Barcelona,,"Barcelona, Spain +34 697877089",ES,Catalonia,Barcelona,Barcelona,['BCN'],['MX'],['Baja California'],['UNK'],['UNK'],,,,,,41.37235088,2.14492746
8131848,1226091144548945920,2020-02-08T10:31:23,en,1316862031,,,,0.654,-1,UNK,,"[{'label': 'GPE', 'term': 'China'}, {'label': 'ORG', 'term': 'Foxconn'}, {'label': 'ORG', 'term': 'iPhone'}]","[52.232222, 21.008333]",PL,Masovian Voivodeship,,Warsaw,"[[[20.852552, 52.097709], [20.852552, 52.367962], [21.271028, 52.367962], [21.271028, 52.097709]]]",PL,Masovian Voivodeship,,Warsaw,,,,,,,,,,,['China'],['CN'],['UNK'],['UNK'],['UNK'],52.232222,21.008333
8135836,1226092574462447616,2020-02-08T10:37:04,und,152205125,,,,0.521,0,PER,M,,"[12.6555436, 101.5236706]",TH,Rayong Province,,,"[[[101.50326, 12.607134], [101.50326, 13.001296], [101.831255, 13.001296], [101.831255, 12.607134]]]",TH,Rayong Province,,,,,,,,,,,,,,,,,,12.6555436,101.5236706
8137308,1226093095831261185,2020-02-08T10:39:08,und,152205125,,1.2260925744624476e+18,,0.839,0,PER,M,"[{'label': 'TIME', 'term': '5 38 PM'}]","[12.6555163, 101.5238114]",TH,Rayong Province,,,"[[[101.50326, 12.607134], [101.50326, 13.001296], [101.831255, 13.001296], [101.831255, 12.607134]]]",TH,Rayong Province,,,,,,,,,,,,,,,,,,12.6555163,101.5238114
8141787,1226094712152420352,2020-02-08T10:45:33,pt,15392221,,,,0.77,-1,PER,M,"[{'label': 'LOC', 'term': 'Norte'}, {'label': 'LOC', 'term': 'China'}]","[38.74751841, -9.09904258]",PT,Área Metropolitana de Lisboa,Lisbon,Lisbon,"[[[-9.229826, 38.691375], [-9.229826, 38.795853], [-9.090164, 38.795853], [-9.090164, 38.691375]]]",PT,Área Metropolitana de Lisboa,Lisbon,Lisbon,Lisboa Portugal,PT,Área Metropolitana de Lisboa,Lisbon,Lisbon,"['Lisboa', 'FM Porto']","['PT', 'IT']","['Área Metropolitana de Lisboa', 'Marche']","['Lisbon', 'Fermo']","['Lisbon', 'UNK']","['Norte', 'China']","['BR', 'CN']","['UNK', 'UNK']","['UNK', 'UNK']","['UNK', 'UNK']",38.74751841,-9.09904258
8144728,1226095785839861760,2020-02-08T10:49:49,en,129596355,,,,0.913,0,PER,M,"[{'label': 'ORG', 'term': 'ffp3mask dustmask emssupplies Flashpoint Medical Systems'}]","[52.9953999, -6.08348]",IE,,County Wicklow,,"[[[-6.791799, 52.682057], [-6.791799, 53.233855], [-5.998832, 53.233855], [-5.998832, 52.682057]]]",IE,,County Wicklow,,Wicklow,IE,,County Wicklow,,,,,,,,,,,,52.9953999,-6.08348
8153526,1226098953373933570,2020-02-08T11:02:24,en,1226021505613488130,,,,0.869,1,PER,F,"[{'label': 'PERSON', 'term': 'Ariel Winter Nails Modern Family Character Quiz'}, {'label': 'ORG', 'term': 'Instagram'}]","[21.0645182, 82.6755874]",IN,Odisha,Jharbandha,,"[[[81.391502, 17.810452], [81.391502, 22.566854], [87.490202, 22.566854], [87.490202, 17.810452]]]",IN,Odisha,,,,,,,,,,,,,,,,,,21.0645182,82.6755874
8161018,1226101625237819393,2020-02-08T11:13:01,en,568709751,,,,0.666,0,GPE,,"[{'label': 'NORP', 'term': 'Portslade'}]","[50.81937006, 0.37338294]",GB,England,East Sussex,Wealden,"[[[0.332221, 50.797136], [0.332221, 50.822216], [0.377375, 50.822216], [0.377375, 50.797136]]]",GB,England,East Sussex,Wealden,"Sussex, UK",GB,England,,,['East West Sussex'],['GB'],['England'],['West Sussex'],['UNK'],,,,,,50.81937006,0.37338294
